,pr_from_layer4.2.conv3_to_layer4.2.conv3,layer_names,pr_from_layer4.2.conv2_to_layer4.2.conv3,pr_from_layer4.2.conv1_to_layer4.2.conv3,pr_from_layer4.1.conv3_to_layer4.2.conv3,pr_from_layer4.1.conv2_to_layer4.2.conv3,pr_from_layer4.1.conv1_to_layer4.2.conv3,pr_from_layer4.0.shortcut.0_to_layer4.2.conv3,pr_from_layer4.0.conv3_to_layer4.2.conv3,pr_from_layer4.0.conv2_to_layer4.2.conv3,pr_from_layer4.0.conv1_to_layer4.2.conv3,pr_from_layer3.5.conv3_to_layer4.2.conv3,pr_from_layer3.5.conv2_to_layer4.2.conv3,pr_from_layer3.5.conv1_to_layer4.2.conv3,pr_from_layer3.4.conv3_to_layer4.2.conv3,pr_from_layer3.4.conv2_to_layer4.2.conv3,pr_from_layer3.4.conv1_to_layer4.2.conv3,pr_from_layer3.3.conv3_to_layer4.2.conv3,pr_from_layer3.3.conv2_to_layer4.2.conv3,pr_from_layer3.3.conv1_to_layer4.2.conv3,pr_from_layer3.2.conv3_to_layer4.2.conv3,pr_from_layer3.2.conv2_to_layer4.2.conv3,pr_from_layer3.2.conv1_to_layer4.2.conv3,pr_from_layer3.1.conv3_to_layer4.2.conv3,pr_from_layer3.1.conv2_to_layer4.2.conv3,pr_from_layer3.1.conv1_to_layer4.2.conv3,pr_from_layer3.0.shortcut.0_to_layer4.2.conv3,pr_from_layer3.0.conv3_to_layer4.2.conv3,pr_from_layer3.0.conv2_to_layer4.2.conv3,pr_from_layer3.0.conv1_to_layer4.2.conv3,pr_from_layer2.3.conv3_to_layer4.2.conv3,pr_from_layer2.3.conv2_to_layer4.2.conv3,pr_from_layer2.3.conv1_to_layer4.2.conv3
35,0.0,layer3.3.conv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78496295,0.79028153,0.7974803,0.8130866,0.8192003,0.8263092,0.8360816,0.83818394,0.8445994,0.8502757,0.8583272,0.86150616,0.8617808,0.86310494,0.8639815
36,0.0,layer3.3.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80695724,0.81204987,0.8161659,0.82149506,0.83340836,0.8378868,0.84337616,0.85049057,0.85198593,0.85674286,0.8609581,0.86683655,0.8692665,0.86946106,0.87039185,0.87109756
37,0.0,layer3.4.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58579636,0.58922577,0.59778214,0.6048126,0.61408615,0.6350708,0.64312744,0.6530647,0.6662979,0.6694031,0.67886734,0.6872673,0.6996727,0.70469666,0.7051239,0.7070885,0.7084274
38,0.0,layer3.4.conv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7406447,0.7497728,0.7523346,0.7592468,0.7649655,0.7726237,0.7891625,0.7954407,0.80313957,0.8134155,0.8157128,0.8226793,0.8286133,0.83740234,0.8409492,0.84125096,0.84262425,0.8435432
39,0.0,layer3.4.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80472565,0.8118706,0.81749344,0.81921387,0.82405853,0.8278923,0.83306885,0.8437195,0.84799194,0.85285187,0.85974884,0.8612633,0.8658829,0.86987305,0.8757515,0.877964,0.8781433,0.87895966,0.87961197
40,0.0,layer3.5.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7499771,0.7530327,0.76361847,0.77257156,0.7751312,0.7826805,0.7886963,0.79631805,0.8129463,0.81915665,0.8262291,0.8362999,0.8386154,0.8452339,0.8509178,0.8592415,0.86245346,0.8626938,0.86398315,0.8648987
41,0.0,layer3.5.conv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93003,0.9318339,0.9329461,0.93705916,0.9403975,0.94144356,0.9441681,0.94614327,0.9489356,0.95442706,0.9564633,0.95893013,0.9622413,0.96291435,0.9650743,0.9667782,0.96916705,0.9701216,0.9701962,0.9706099,0.97088456
42,0.0,layer3.5.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96040726,0.96004105,0.960804,0.96131897,0.9630623,0.9645386,0.96494675,0.9660988,0.966938,0.9680557,0.970623,0.97159576,0.972702,0.9741707,0.9744797,0.9755249,0.97649384,0.9778557,0.9783554,0.9783783,0.97857666,0.97875595
43,0.0,layer4.0.conv1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5648041,0.56254387,0.5600834,0.56549263,0.56869316,0.58140755,0.59213066,0.59537697,0.6040592,0.61102676,0.62059975,0.64180183,0.6500759,0.6599922,0.6737232,0.67676926,0.6862602,0.69444656,0.70651436,0.7113495,0.71183205,0.7136688,0.71502876
44,0.0,layer4.0.conv2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8282746,0.8479521,0.846288,0.8444388,0.8484319,0.85084534,0.859887,0.8674185,0.86953354,0.87539077,0.87993157,0.8859329,0.8986503,0.9034322,0.9089177,0.91624534,0.91777635,0.9225557,0.9265683,0.932318,0.9345648,0.93474454,0.93562657,0.93624455
45,0.0,layer4.0.conv3,0.0,0.0,0.0,0.0,0.0,0.0,0.872839,0.88955116,0.90237236,0.9012947,0.90014935,0.9026909,0.90426636,0.91014576,0.9149008,0.91621494,0.9198971,0.92267036,0.9263363,0.93407536,0.93701077,0.9404268,0.9448967,0.94584274,0.9487152,0.9510784,0.954545,0.9559202,0.9560442,0.95653343,0.9569111
46,0.0,layer4.0.shortcut.0,0.0,0.0,0.0,0.0,0.0,0.9280987,0.93017435,0.9411473,0.94925785,0.94861317,0.947876,0.9494591,0.95047,0.9540744,0.9569702,0.95776844,0.9599943,0.9616847,0.96392536,0.9684987,0.9701519,0.9719949,0.974452,0.97498703,0.97655153,0.9778886,0.9797301,0.98043776,0.9804878,0.98075294,0.9809537
47,0.0,layer4.1.conv1,0.0,0.0,0.0,0.0,0.9535084,0.94992447,0.95141983,0.9589405,0.9645443,0.9640379,0.9635134,0.96468735,0.96537304,0.96791077,0.96991444,0.970521,0.97205067,0.9732418,0.9747343,0.97786427,0.97899246,0.9803047,0.9820137,0.9823704,0.9834547,0.9843273,0.98554707,0.9860172,0.9860554,0.9862652,0.98639965
48,0.0,layer4.1.conv2,0.0,0.0,0.0,0.9422569,0.9375534,0.93291557,0.9348195,0.94487464,0.9524129,0.95176995,0.9510871,0.95257735,0.9534908,0.9568723,0.95958966,0.96038014,0.9624871,0.96413165,0.9662247,0.9705925,0.9722121,0.9740151,0.9764659,0.9769618,0.97844994,0.97969395,0.9814381,0.98216844,0.982229,0.98249984,0.982694
49,0.0,layer4.1.conv3,0.0,0.0,0.96192455,0.95472336,0.9515648,0.9482727,0.949605,0.95662594,0.9620142,0.9616003,0.9610691,0.9621439,0.96279716,0.9651413,0.9671383,0.9676714,0.9691858,0.9703827,0.9719267,0.975132,0.9763117,0.9775915,0.9794464,0.97983646,0.98096085,0.9818716,0.9831648,0.9837103,0.98375607,0.98396015,0.98410034
50,0.0,layer4.2.conv1,0.0,0.88517,0.87128067,0.8519573,0.84323215,0.83494663,0.83839035,0.8568754,0.87157345,0.8703165,0.8689289,0.87195206,0.8737726,0.88053894,0.8860283,0.8875809,0.89195156,0.895319,0.899807,0.9093132,0.9128313,0.91679573,0.9222994,0.923563,0.9270725,0.93004036,0.9344187,0.9361534,0.9362984,0.93699646,0.93744564
51,0.0,layer4.2.conv2,0.88600624,0.89113533,0.8745952,0.8513031,0.8407864,0.83046466,0.83468246,0.85736084,0.87492627,0.8734788,0.8718338,0.8753497,0.8775588,0.8856061,0.8922115,0.8941112,0.89921355,0.90318596,0.90840316,0.9194408,0.92346656,0.9281154,0.9343677,0.93567955,0.9396621,0.9430004,0.9478018,0.9496388,0.9497914,0.9505217,0.9510108
52,0.8999996,layer4.2.conv3,0.9314861,0.93477535,0.9239559,0.90780926,0.9004297,0.89305305,0.896018,0.91206455,0.9241724,0.923193,0.92208385,0.9244518,0.92593956,0.931242,0.9354477,0.9366112,0.93981075,0.94239235,0.9456911,0.9524832,0.95494556,0.9577465,0.9614706,0.96224403,0.96455765,0.96652603,0.9692497,0.97031593,0.9704094,0.97082996,0.97113705
53,0.0,linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
